Название товара,Username,"Локация(страна, город)",Репутация,Заголовок отзывыа,Достоинства,Недостатки,Текст отзыва,Сколько человек рекомендует отзыв,Количество комментариев
Антидепрессант Алси-Фарма Флуоксетин,Vladavl,"Россия, Владивосток",+1,Я довольна,"Хорошее настроение, физическая активность, цена",Их нет,"Когда именно началась депрессия я не знаю, но сейчас я понимаю, что это было задолго до родов. И вот когда я родила, начали обостряться все мои психологические проблемы, которые я долго держала под контролем. Но от постоянного недосыпа, родов, гормонов и чего там еще... У меня не было сил, моральных. Два года я срывалась на всех, я не могла нормально спать, состояние полудрема, я обжиралась (этим я страдаю с детства). ",Отзыв рекомендуют:1,0
Антидепрессант Алси-Фарма Флуоксетин,ksanik,"Россия, Калуга",+40,Хорошо снимает тревогу,"быстрый положительный эффект, побочное действие минимально",химический препарат - подумайте прежде чем пить,"Флуоксетин разрешено продавать только по рецепту. Однако, выписать такой рецепт может не только психиатр или психотерапевт, но и участковый терапевт.",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,woolfram28183212,"Россия, Лобня",-0,"Флуоксетин - ненадолго, но поможет","цена,качество",Быстрое привыкание и побочные эффекты,"Началось всё с маленьких проблем на работе. Каждый день для меня был мукой - крики, ссоры, обиды. Весь мир будто шел против меня войной.",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,brown21april,"Россия, Санкт-Петербург",+101,Антидепрессант используемый для похудения,Помогает справиться с депрессией,Потеря аппетита,"В данный момент флуоксетин приобрел очень большую популярность среди девушек, как препарат для похудения, так как после принятия его, пропадает желание есть и чувство голода отсутствует, от чего и сбрасывается вес. ",Отзыв рекомендуют:2,0
Антидепрессант Алси-Фарма Флуоксетин,Lia kuper,"Россия, Нахабино",+15,Хорошее средство от зажоров,Цена,Побочки,"в продолжении о лекарствах. Этот препарат мне прописали от обсессивно-компульсивного расстройства. Флуоксетин( тот же прозак) предназначен для лечения: депрессии различного генерации, обсессивно-компульсивного расстройства и булимического невроза. В упаковке 2 блистера по 20 желатиновых капсул 10и 20 мг.￼ имеет массу противопоказаний и побочных эффектов! ",Отзыв рекомендуют:1,1
Антидепрессант Алси-Фарма Флуоксетин,sonechka200,"Россия, Новочебоксарск",+62,Я перестала срываться по пустякам,Недорогой и действенный,Головная боль,"Начала принимать флуоксетин по маминому совету, правда не во всех аптеках его продают без рецепта врача. Есть побочки, но для меня они не столь значительны. Самый главный эффект для меня то что я перестала срываться на всех из-за депрессии, т. к. она просто прошла. Настроение намного лучше, спокойно со всеми общаюсь. Заметила что стала не такой раздражительной как была раньше. Главная побочка для меня-это головная боль. Частая головная боль. Не принимаю препарат-голова не болит. В целом довольна результатом и ценой данного препарата, но не советую принимать долгое время, снижает аппетит, некоторые принимают для похудения, но это не очень хороший способ контролирования веса. Перестаешь принимать препарат и ""наедаешь"" намного больше, так что советую следить за питанием",Отзыв рекомендуют:1,0
Антидепрессант Алси-Фарма Флуоксетин,Katrin3004,"Россия, Москва",+1157,Я со стороны не заметила изменений.,Не нашла.,Как по мне сплошные минусы.,"Добрый день, дорогие мои читатели. Я никогда не писала отзывы о каких либо медикаментах. Но тут просто не смогла удержаться. Я позитивный человек привыкший справляться с трудностями быстро и не в падать в панику. Что такое депрессия я понятия не имею. Ну у всех бывает плохое настроение и не более. ",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,Творец,"Россия, Архангельск",+2,"Препарат действенный, снимает симптомы раздражительности, тревоги, уменьшает уровень стресса.","Нормализация психологического состояния, снижение уровня стрессовой готовности и тревожности, нормализация ночного сна.",Снижение либидо.,"""Флуоксетин"" попробовала в качестве антидепрессанта. Кроме того, обнаружила очень полезное для себя свойство этого продукта: на фоне снижения общего фона стресса резко снижается аппетит. Принимая ""Флуоксетин"" удалось не только привести в порядок нервную систему и регуляцию поведенческих импульсов, но и сбросить около 5 кг за две недели приёма. Доктор рекомендовал мне принимать этот препарат не так, как написано в аннотации к продукту, а по индивидуальной схеме: 1 таблетка утром в 7.00; 1 таблетка в 11.00. Эта схема для меня оказалась действенной и эффективной: настроение значительно улучшилось, снизился уровень тревоги и готовности к стрессовому реагированию. действие лекарства ощущалось уже на третьи сутки после начала лечения и продолжалось в течение двух недель после окончания. ",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,arinastep,"Россия, Оренбург",+275,Идеальная фигура -испорченное здоровье?,"Действует практически сразу(10-15 мин),низкая цена,быстрое похудение",Большое количество побочных эффектов,"В погоне за идеальной фигурой я использовала множество как полезных, так и экстримальных методов. Всю жизнь причиной набора веса был аппетит. Любыми способами я пыталась уменьшать чувство голода. Но овощи и фрукты только разжигали аппетит-происходил очередной срыв. В итоге, за лето я набрала 5 кг! При росте 155 это огромный вес. Мой парень и подруги стали туманно намекать, что я сильно поправилась. Особенно было стыдно перед парнем, ведь он сам имеет атлетическое телосложение(активно занимается спортом). Я, кстати сказать, тоже никогда не сидела на попе:3 года легкой атлетики, на данный момент регулярные походы в зал. Но все портило питание. Я чувствовала мышцы, они у меня были очень даже неплохие, но какой толк, если они под слоем жира... Одноклассницы послветовали пить флуоксетин, т. к. Он сильно подавляет чувство голода. После недельного курса мое самочувствие было трудно назвать удовлетворительным:дикий тремор в конечностях, беспокойные навящивые и бредовые мысли, сильное слюноотделение и тд... Но я решила похудеть до конца. Дальше-хуже. В голову начал приходить всякий бред о том, что окружающие люди на самом деле используют меня и подобная ахинея. В конце концов, чуть не заработала депрессию. Парень заставил выкинуть таблетки и начать вести здоровый активный образ жизни. Сейчас я продолжаю следить за своей фигурой, без всяких тяжелых препаратов(а флуоксетин, к слову, является антидепрессантом). Поэтому, конечно, если вы страдаете булимией или нервными расстройствами, врач может прописать вам этот препарат. Но если вы здоровы, лучше всего брать ситуацию в собственные руки.",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,TatianaSil,"Россия, Оренбург",+3,И лечит. И колечит.,Действенный,"Многие принимают, как таблетки для похудения","Препарат хороший, но сажает печень в принципе, как и все препараты. И стоит не забывать об указаниях врача, как это сделала я. Принимала ту дозу. которую хотела. В итоге, я была просто, как зомби. ",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,Irinkoer,"Россия, Ярославль",+287,При тяжелых депрессиях неэффективен,Цена,Не всем способен помочь,"Принимала его при депрессии и неврозе нааязчивых состояний. Начала его принимать только потому, что было туго с финансами, и я не могла себе позволить более дорогие и эффективные сертралин или эсциталопрам. Принимала во всем диапазоне возможных доз (от 20 до 40 мг). Эффекта не ощутила совсем. Надеялась, что хотя бы снизит аппетит (есть у него такая побочка, а мне не мешало бы чуток похудеть), но и на аппетит мне он ни грамма не повлиял. В общем, мне не помог ничуть.",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,mitushina1,"Россия, ясногорск",+301,супер средство,улучшает общее состояние,минусовнет,"Недавно мне посоветовали Антидепрессант Алси-Фарма Флуоксетин. Купила в аптеке, начала пить. и очень даже не плохой результат. Я плохо спала по ночам, часто были головные боли, много нервничала и были депрессии. После недельного приёма флуоксетина стала хорошо спать, перестала голова болеть. Самочувствие явно стало на высоте. Меньше раздражительности и ни какой депрессии. И еще этот препарат способствует похудению. Аппетит пропадает, а в основном ни каких побочных действий. Курс приёма около месяца, но я буду пить побольше. Цена дешёвая, что очень радует. Но не всегда есть в аптеках. Препарат хороший, рекомендую!",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,ksyusha24,"Россия, Кемерово",+4,Отличное успокоительное по доступной цене,"Цена,спокойствие,похудение",Через месяц после окончания можно опять начать нервничать,"В первый раз я услышала об этих таблетках от мамы, она начала говорить, что якобы становишься очень спокойным от них, совсем не раздражаешься по пустякам. Мне сначала не очень в это верилось, потому что знаю, что очень нервная сама по себе и никакая валериана не помогает, мало что может успокоить в трудных ситуациях. Я начала пить, пропила неделю где-то, но не заметила результата, но вот со второй недели я очень хорошо почувствовала дейс вие этих таблеток, стала настолько спокойной, что перестала обращать внимание на всякие пустяки, из-за которых раньше ужасно нервничала. Плюс эти таблетки немного снижают аппетит, из-за чего происходит потеря веса, поэтому если вы склонны к худобе, то лучше не принимать данный препарат. Но цена у него отличная, доступен для всех.",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,vasilina-dobosh,"Россия, Рязань",-0,"Использую,как средство для похудения",Нет аппетита-нет лишнего веса,"Минусов,увы нет","Много раз слышала о том, что антидепрессант флуоксетин подавляет аппетит. Решила это проверить. Действительно, хоть это и средство от депрессии но от аппетита избавляет бесподобно.",Отзыв рекомендуют:0,0
Антидепрессант Алси-Фарма Флуоксетин,viksenia,"Россия, Царское Село - Пушкин",+37969,Антидерессант нового поколения!,"помогает от депрессии, цена",есть побочные эффекты. но мало,"Как-то после переживания одного события и в конце концов осознания плохого у меня на следующий год осенью когда случилось это событие началась депрессия и так повторялось несколько лет подряд. Я сначала и не знала, что у меня депрессия, не было тогда это слово модным как сейчас, когда через одного говорят что у них депрессия (""депра"" сленг). Мне просто было очень плохо и не хотелось ничего, ни есть, ни пить, никаких радостей. У меня мир был серым пятном, я все время плакала и спала. И мне никак было не выбраться из этого состояния, за 2 недели сбрасывала по 6-7 килограмм. В итоге пришлось идти к психиатру, после нескольких тестов был поставлен диагноз ""депрессия средней тяжести"" и выписали пить флуокситин. Купила помню сразу же этот антидепрессант в аптеке и он стоил в районе 25 рублей именно алси-фарма. ",Отзыв рекомендуют:62,22
