date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-15 23:53:34,crisiskarda52,,0,0,1,"Кажется, пора снова присаживаться на флуоксетин. Мама слёзно просила растянуть его хотя бы до защиты диплома, но я уже сомневаюсь, что у меня это получится.",,,,1250573007204032516,https://twitter.com/crisiskarda52/status/1250573007204032516
2020-04-15 20:22:09,KaesoelinKwon,,2,0,1,"Пацаны и пацанессы, кто в курсе, флуоксетин ща по рецепту или нет?",,,,1250519806211690496,https://twitter.com/KaesoelinKwon/status/1250519806211690496
2020-04-15 10:29:09,malinovimed,,0,0,0,"Допила флуоксетин, очень интересно, что будет дальше.",,,,1250370572229451783,https://twitter.com/malinovimed/status/1250370572229451783
2020-04-15 10:26:07,lemonaquadrop,,1,0,2,"моему другу на месте не сидится то он сам себе флуоксетин назначил теперь вот золофт делаем ставки сколько он ещё протянет",,,,1250369809281421312,https://twitter.com/lemonaquadrop/status/1250369809281421312
2020-04-14 05:11:16,caecaest,,0,0,0,"прозак закончился, пью флу по башке даёт знатно а о еде противно думать флуоксетин мой флуоксетин",,,,1249928183761305601,https://twitter.com/caecaest/status/1249928183761305601
2020-04-13 18:04:48,garbage_mouse,,0,0,4,"он бля пишет как сам себе выписал флуоксетин и потом поднял дневную дозу до пяти таблеток))) мор лайк дневник долбоеба иф ю аск ми",,,,1249760462666956801,https://twitter.com/garbage_mouse/status/1249760462666956801
2020-04-13 17:37:45,Harry_benzole,,1,0,0,"Еще динитрофенол запретили. А все остальное по рецепту. Прикиньте, мне нужно идти к психиатру и изображать окр или еще чего хуже, чтобы получить рецепт на флуоксетин. А что мне делать, чтобы получить на кленбутерол? Мне нужно набрать еще 20 кг чтобы получить на сибутрамин! πздец",,,,1249753657459048448,https://twitter.com/Harry_benzole/status/1249753657459048448
2020-04-13 11:57:26,forums_rms,,0,0,0,"Сброс веса после АД. Здравствуйте, мне 28 лет, пила ципралекс 5 мг с августа 2019 года до февраля 2020. Набрала на нем 20 кг. Сменили таблетки на флуоксетин, принимала февраль-март 2020 года - 20 мг флуоксетина, вес перестала набирать, но и вес сам н... https://forums.rusmedserv.com/showthread.php?t=461406&amp;utm_source=twitter&amp;utm_medium=forum&amp;utm_campaign=rms",,,,1249668013189730304,https://twitter.com/forums_rms/status/1249668013189730304
2020-04-13 02:50:04,TouXing88,,0,0,1,"сижу колбашусь под кислую вичуху из саундклауда химическая формула этого пиздеца — супер концентрированный кофе 500 мл + флуоксетин 120 мг + плитка шоколада + кислотное освещение сегодня я точно не усну",,,,1249530263295721473,https://twitter.com/TouXing88/status/1249530263295721473
2020-04-12 20:38:43,Aki_Hirako,,1,0,0,"Но если жрать флуоксетин у меня может быть будут силы?????????? И я смогу всё???????????????????? Я буду принимать лекарства и да? Смогу????????????????????????????",,,,1249436810851352578,https://twitter.com/Aki_Hirako/status/1249436810851352578
2020-04-12 20:35:17,upgrade16121,,2,0,4,"флуоксетин дал мне большую поддержку, хотя это слабые таблетки, но они, блять, работали. я бросил флу- и все, началась циклотимия (когда стадии мании и депрессии чередуются), меня ебошило вообще. я то тратил бешеные деньги налево и направо, то пытался самoубиться опять",,,,1249435945625059328,https://twitter.com/upgrade16121/status/1249435945625059328
2020-04-12 20:33:33,upgrade16121,,1,0,4,"она также есть у Оззи Осборна, можете погуглить. после лечения, лет в 16 меня попустило. но мне давали препараты от которых я становился потихоньку растением. я от них отказался и сам подобрал себе лечение: флуоксетин. диагноза тогда у меня и не было, его поставили лишь в 19 лет",,,,1249435509115551744,https://twitter.com/upgrade16121/status/1249435509115551744
2020-04-12 14:06:38,PanicSara,PanicSara,1,0,0,"и последнее!! не покупай Озоновский флу,он ебаная хуйня,а вот все остальные,в частности Флуоксетин-Ланахер - это топ",,,,1249338140499869697,https://twitter.com/PanicSara/status/1249338140499869697
2020-04-12 13:50:29,PanicSara,,0,0,0,"навивку,когда люди срут флуоксетин,ведь если он не подходит именно вам,не значит,что он не работает глупышки",,,,1249334074340188160,https://twitter.com/PanicSara/status/1249334074340188160
2020-04-12 11:07:18,doctormongol,Gom_gom_gomn,2,0,4,"1. Необязательно 2. Они могут вызывать заторможенность и сонливость, которую можно принять за симптомы депрессии 3. Да, если это показано. Иногда добавляют кветиапин для сна к АД. Для БАР есть комбинация флуоксетин + оланзапин",,,,1249293006198489088,https://twitter.com/doctormongol/status/1249293006198489088
2020-04-12 08:12:50,exolvbot,,1,0,5,"в идеале я бы хотела купить флуоксетин, но тут хз смогу ли я найти его без рецепта.",,,,1249249100912091137,https://twitter.com/exolvbot/status/1249249100912091137
2020-04-12 07:33:21,nhpnlv,fuckuufuckin_fk,1,0,1,"я когда к психотерапевту пришла, он мне так и сказал мол у тебя проблемы с гормонами я такая че вроде с эстрагенами и вот этим всем всё ок а он мне за серотонин начал а я такая аааа.... в общем назначил мне блокатор обратного захвата серотонина (флуоксетин), таки дела",,,,1249239166702977026,https://twitter.com/nhpnlv/status/1249239166702977026
2020-04-11 22:00:59,historical_dude,SobakaNursultan,1,0,1,"Флуоксетин тоже неплох",,,,1249095125239824386,https://twitter.com/historical_dude/status/1249095125239824386
2020-04-11 21:32:07,jusdepoubelle,Alinkooy,1,0,0,"блин я в это же время жрала флуоксетин и не ловила ни-че-го, даже не подозревала, что можно...",,,,1249087860650708995,https://twitter.com/jusdepoubelle/status/1249087860650708995
2020-04-11 19:50:35,upgrade16121,PIYmwTR7Vkb4Cgb,1,0,0,"ООоооо да. у меня было 5 лет назад все норм. я пил всего лишь флуоксетин, 3 года. одну таблетку в день. потом решил бросить, типа все ок уже, зачем пить, и начался ужас. теперь я пью сильнейшие таблетки..",,,,1249062309781286914,https://twitter.com/upgrade16121/status/1249062309781286914
2020-04-11 18:56:14,JOBPobFxH3Myx8F,durkavdurke,1,1,1,"Флуоксетин,от панических атак.И только он.",,,,1249048629572186112,https://twitter.com/JOBPobFxH3Myx8F/status/1249048629572186112
2020-04-11 18:55:39,JOBPobFxH3Myx8F,555lllLizzi,0,1,2,"Флуоксетин нужно пить.",,,,1249048485879599104,https://twitter.com/JOBPobFxH3Myx8F/status/1249048485879599104
2020-04-11 10:53:18,a2chru,,0,0,0,"Препараты помогающие бросить бухать. Раньше помогал Флуоксетин - однако сейчас его сложно достать, плюс слегка начинает овощить, а я хочу быть кабанчиком. Делимся, советуем легкодоступные препараты, которые отбивают тягу к выпивке и помогают быть активны ",,,,1248927095646031872,https://twitter.com/a2chru/status/1248927095646031872
2020-04-11 10:43:05,pink_psina,,0,0,13,"флуоксетин и бисак мои лучшие пидружки хихи",,,,1248924524428615684,https://twitter.com/pink_psina/status/1248924524428615684
2020-04-11 09:32:09,minaeva_2_0,,0,0,1,"Флуоксетин, настало твоё время.",,,,1248906674242453505,https://twitter.com/minaeva_2_0/status/1248906674242453505
2020-04-11 07:55:32,yutani_uni,,0,0,0,"врач выписала сонопакс и флуоксетин. сказала, что плакать перестану дня через два. шел 4 день. реву",,,,1248882361972002816,https://twitter.com/yutani_uni/status/1248882361972002816
2020-04-11 06:58:35,doctormongol,N9EKoSmO4QfXjOa,1,0,0,"Во-первых, Вы спутали флуоксетин и флувоксамин. Во-вторых, какой смысл назначать два препарата, если можно назначить один?",,,,1248868026444890112,https://twitter.com/doctormongol/status/1248868026444890112
2020-04-10 22:14:18,stars_na_okne,,0,0,3,"Мои будильники в сентябре: 8:00 На пары 17:30 На подкусы Мои будильники в апреле: 11:00 Флуоксетин 12:00 Ламотриджин",,,,1248736090133008384,https://twitter.com/stars_na_okne/status/1248736090133008384
2020-04-10 17:59:02,Tetsuyushka,doctormongol,1,0,0,"Имеет ли право и возможность назначать АД невролог? Тот же флуоксетин.",,,,1248671849812234240,https://twitter.com/Tetsuyushka/status/1248671849812234240
2020-04-10 17:05:53,doctormongol,,1,3,22,"Хотя флуоксетин хорошо подавляет аппетит, как широко известно, что позволяет использовать его при некоторых расстройствах пищевого поведения.",,,,1248658474302607360,https://twitter.com/doctormongol/status/1248658474302607360
2020-04-10 17:05:01,doctormongol,,1,2,36,"В этой группе есть ещё флуоксетин, но я его использую редко, т.к. он может вызывать или увеличивать тревогу. Не стоит назначать флуоксетин при депрессиях с тревогой или на тревогу. Он может сделать только хуже, а мы не для этого лечим пациента",,,,1248658256471482369,https://twitter.com/doctormongol/status/1248658256471482369
2020-04-10 16:28:00,jillyanjay666,,0,0,0,"Пью флуоксетин",,,,1248648938124697600,https://twitter.com/jillyanjay666/status/1248648938124697600
2020-04-10 14:30:55,Mist_East,JackLikeBeer,0,0,0,"Спасибо! Я когда-то употреблял флуоксетин, но совсем не по назначению, даже не могу объяснить зачем. За компанию, лол) Ещё в школе было..",,,,1248619474728570885,https://twitter.com/Mist_East/status/1248619474728570885
2020-04-10 14:28:14,Sir_Eglantine,,6,0,1,"Ну чо девоньки Флуоксетин Советы, побочки?",,,,1248618800452210688,https://twitter.com/Sir_Eglantine/status/1248618800452210688
2020-04-10 09:44:42,JackLikeBeer,Mist_East,1,0,2,"Пару раз в год пропиваю курс АД (флуоксетин или Венлафаксин ) ,и спокоен как волк. Траву курю где то 300 дней в году , химию крайне редко.",,,,1248547446143225856,https://twitter.com/JackLikeBeer/status/1248547446143225856
2020-04-08 22:06:41,Perfect_Daria,,0,0,0,"- Что вы знаете о сломанной психике? - Флуоксетин, атаракс, триттико, фенозепам. - Спасибо",,,,1248009397046931457,https://twitter.com/Perfect_Daria/status/1248009397046931457
2020-04-08 20:00:48,TouXing88,sparrow_911,0,0,1,"5 вещей, чтобы призвать меня —зарплата за безделье —аниме/манга —флуоксетин —моя любимая еда —умиротворение ",,,,1247977714277122050,https://twitter.com/TouXing88/status/1247977714277122050
2020-04-07 14:27:27,snowwhite_jade,Nightnintend,2,0,0,"А велафакс Вам не назначали чтобы не было синдрома отменя? Или флуоксетин?Ну либо бензодиазепиновые анксиолитики",,,,1247531437911203840,https://twitter.com/snowwhite_jade/status/1247531437911203840
2020-04-07 08:58:28,brjannbrjann,,1,0,8,"блин блинский флуоксетин раскупили",,,,1247448646716719105,https://twitter.com/brjannbrjann/status/1247448646716719105
2020-04-07 08:32:45,mephstasy,,1,0,0,"Деуки, надо кому флуоксетин? Жрать я его не намерена больше, но добро пропадает",,,,1247442176822435840,https://twitter.com/mephstasy/status/1247442176822435840
2020-04-06 17:55:06,Kat9_SoKoLova,,0,0,0,"Настал день когда я сама маме говорю чтобы она выпила флуоксетин, чтобы не ехала крыша",,,,1247221307055448064,https://twitter.com/Kat9_SoKoLova/status/1247221307055448064
2020-04-05 23:39:10,crisiskarda52,,0,0,2,"Флуоксетин выбил из меня всё дерьмо, поэтому я по-прежнему ничего не делаю, но свернуться калачиком и сдохнуть уже не хочется.",,,,1246945508293324800,https://twitter.com/crisiskarda52/status/1246945508293324800
2020-04-05 15:02:32,greblya_eblya,AhtyrskyStas,1,0,1,"Ну уж флуоксетин то совсем не стимулятор. Т.е. стимулирующие свойства у него есть, но пить его исключительно ради них - я бы подумал десять раз.",,,,1246815489361354754,https://twitter.com/greblya_eblya/status/1246815489361354754
2020-04-05 15:00:39,AhtyrskyStas,greblya_eblya,1,0,0,"да, про герань читал, забыл о ней. Если флуоксетин без рецепта не найду на днях, то поищу герань, спасибо",,,,1246815019280617473,https://twitter.com/AhtyrskyStas/status/1246815019280617473
2020-04-05 08:19:53,drown_me_in_tea,,0,0,1,"Я слишком хорошо знаю таблетки Я знаю, что мне надо сказать, чтобы получить конкретное таблетки Привет, флуоксетин",,,,1246714160911695872,https://twitter.com/drown_me_in_tea/status/1246714160911695872
2020-04-04 20:13:42,nearlywitxh,,0,0,2,"еще мне нравится, что флуоксетин полностью убил мою память и я постоянно пишу одни и те же вещи с эффектом дежавю",,,,1246531410304864261,https://twitter.com/nearlywitxh/status/1246531410304864261
2020-04-04 19:43:30,kitymilk0,,0,0,3,"буквально чувствую цветение белесной серени где-то под рёбрами это так весна действует или флуоксетин?",,,,1246523812088352768,https://twitter.com/kitymilk0/status/1246523812088352768
2020-04-04 14:40:44,whyareyouherej,,1,0,5,"почитала отзывы на флуоксетин и не понимаю нужно ли больше времени чтобы он начал ломать психику вместо того чтобы её чинить или у меня доза маленькая или он мне так подошёл но спустя неделю мне так заебись",,,,1246447619070623745,https://twitter.com/whyareyouherej/status/1246447619070623745
2020-04-04 13:45:04,brozerfox,,0,0,0,"флуоксетин, донормил, фенибут и феназепам это процентов восемьдесят моей аптечки остальные двадцать это анальгин, парацетамол и уголь. так победим.",,,,1246433606744096769,https://twitter.com/brozerfox/status/1246433606744096769
2020-04-03 13:39:30,oksimorphine,,0,0,10,"флуоксетин плюс фенибут равно кайфушки",,,,1246069821067804674,https://twitter.com/oksimorphine/status/1246069821067804674
2020-04-03 13:03:00,ChatskySays,,1,0,1,"Там уже советуют на период карантина закупаться антидепрессантами. Достаточно ли у меня причин обратно сесть на флуоксетин? Скоро будет достаточно I guess",,,,1246060633327575045,https://twitter.com/ChatskySays/status/1246060633327575045
2020-04-02 21:41:06,oh_tell_me_more,,1,0,0,"поэтому разные исследования могут показывать разный результат. если напрячься, то можно подобрать ссылку под любой аргумент: физ нагрузки помогают при депрессии и не помогают. флуоксетин хороший АД и очень плохой АД, зелёный чай вызывает рак и защищает от рака",,,,1245828629260414983,https://twitter.com/oh_tell_me_more/status/1245828629260414983
2020-04-02 12:59:47,julesgolubeva,,1,0,3,"кароч, школота в тиктоке танцует тектоник, слушает золотые хиты нулевых и пьёт флуоксетин",,,,1245697436108144640,https://twitter.com/julesgolubeva/status/1245697436108144640
2020-04-01 20:02:30,HONEYversion,freaky_helen,0,0,0,"Флуоксетин",,,,1245441429830328321,https://twitter.com/HONEYversion/status/1245441429830328321
2020-04-01 11:31:46,todlichbutler,todlichbutler,0,0,1,"сука да как пить флуоксетин когда каждый час ползаешь отпить пива пока никто не видит ",,,,1245312897976348673,https://twitter.com/todlichbutler/status/1245312897976348673
2020-04-01 09:34:47,todlichbutler,,1,0,2,"блять сижу пью гараж и вспоминаю что не выпила флуоксетин ну что помянем",,,,1245283460484382721,https://twitter.com/todlichbutler/status/1245283460484382721
2020-03-31 22:52:19,rantarouowo,omsooqchan,1,0,0,"бленб как жёстко всё моя мама узнала что я пью флуоксетин без назначения врача и в принципе ничо особо даже не сказала (не надо так делатт подумайте о своём здоровье кицы!!) а потом такая...... ......ой а можно мне???0)0))??",,,,1245121774850899970,https://twitter.com/rantarouowo/status/1245121774850899970
2020-03-31 20:42:19,deal_with_god,,0,0,0,"Мне не нравится флуоксетин. Мне невыносимо скучно.",,,,1245089060873539584,https://twitter.com/deal_with_god/status/1245089060873539584
2020-03-31 17:29:22,VOID_HIMMEL,JackFrost14_,1,0,0,"Я не подсела ни на флуоксетин, ни на атаракс, ни на всякие фенибуты, ни на фенобарбитал, ни на ношпу ибупрофен нимесулид цитромон, ни на всякие там пароксетины с ламотриджинами. ",,,,1245040504548536321,https://twitter.com/VOID_HIMMEL/status/1245040504548536321
2020-03-30 16:53:29,epapopa,,0,0,0,"антидепрессанты: • ‘флуоксетин’ ; • ‘амитриптилин’ ; • ‘пароксетин’ (‘паксил’) ; • ‘феварин’ ; • ‘азафен’ ; • ‘пиразидол’ ; • ‘ты’.",,,,1244669084790411264,https://twitter.com/epapopa/status/1244669084790411264
2020-03-30 16:05:38,whyareyouherej,nappo_what,1,0,1,"флуоксетин",,,,1244657042465468422,https://twitter.com/whyareyouherej/status/1244657042465468422
2020-03-30 13:17:49,orkhard,drink_raccon,1,0,1,"Хочу рецепт на флуоксетин, но ничего подобного",,,,1244614813336117248,https://twitter.com/orkhard/status/1244614813336117248
2020-03-29 12:19:53,deal_with_god,,0,0,3,"Сегодня я перехожу с эсциталопрама на флуоксетин. Думаю, терапевтка так пытается помочь мне сбросить 15кг, которые я набрала за последние 3 года. Ага, да. Как будто еду чем-то можно заменить.",,,,1244237843674935296,https://twitter.com/deal_with_god/status/1244237843674935296
2020-03-28 19:18:57,unomomentum,,1,0,1,"ух помню какая я стройняха была а всего-то стоило сидеть месяц на воде, пить купленный вчерную флуоксетин щас такое уже не прокатывает ",,,,1243980919473610753,https://twitter.com/unomomentum/status/1243980919473610753
2020-03-27 22:13:52,wlkwthmnhll,,0,0,0,"может похуй на флуоксетин и рискнуть?",,,,1243662548597125120,https://twitter.com/wlkwthmnhll/status/1243662548597125120
2020-03-27 07:54:20,todlichbutler,,0,0,2,"а похуй зачем нам это говно когда есть флуоксетин",,,,1243446241465376768,https://twitter.com/todlichbutler/status/1243446241465376768
2020-03-26 20:40:13,MrFFistee,maxsilin,0,0,0,"Блин, везёт! Я уж больше месяца принимаю Флуоксетин, дошёл до какого-то определённого улучшения, но дальше не двигаюсь. (",,,,1243276591880421377,https://twitter.com/MrFFistee/status/1243276591880421377
2020-03-26 10:06:39,Deb80lvl,,0,0,3,"Отвлеклась от онлайн на лекции на минуту, возвращаюсь Лектор: *говорит что то про подъем спроса на презервативы* Лектор: Лектор: ну так вот, флуоксетин - сильнейший стимулятор....",,,,1243117153001312256,https://twitter.com/Deb80lvl/status/1243117153001312256
2020-03-26 08:57:15,SL__K_VA,and_also_greeks,1,0,0,"Флуоксетин как и фенибут очень номинально по рецепту продаются, но все же есть аптеки где похуй, да и в целом если скорешился с аптечницей, постоянно там покупаешь, смолтокаешь и улыбаешься, то тебе и там продадут, просто обронив что ващет рецепт, но лан... но это уже софтскилы",,,,1243099684815716353,https://twitter.com/SL__K_VA/status/1243099684815716353
2020-03-26 08:39:06,and_also_greeks,fraudopamine,1,0,0,"Ну я флуоксетин без рецепта покупал. Украина топ",,,,1243095118904791041,https://twitter.com/and_also_greeks/status/1243095118904791041
2020-03-25 15:21:32,PanicSara,KarinaKagor,2,0,1,"лол,мне с рпп в анемезе назначили ФЛУОКСЕТИН АХАХАХАХ",,,,1242834007374606337,https://twitter.com/PanicSara/status/1242834007374606337
2020-03-25 13:18:27,RT_russian,,1,1,6,"На Ставрополье прокуратура вступилась за водителей, которых лишили прав, после того как в их пробах нашли следы антидепрессанта флуоксетин. При этом сам препарат не запрещён, к тому же автомобилисты уверяют, что не принимали это лекарство https://russian.rt.com/russia/article/731267-voditeli-prava-lishenie-lekarstvo-sud",,,,1242803033228087296,https://twitter.com/RT_russian/status/1242803033228087296
2020-03-25 08:01:57,todlichbutler,stfuzayvig,0,0,3,"я приняла флуоксетин после охуенного перерыва в максимальной дозе ",,,,1242723381591580674,https://twitter.com/todlichbutler/status/1242723381591580674
2020-03-25 06:51:55,kitymilk0,,0,0,0,"ну что ж девочки флуоксетин действует я хуею",,,,1242705757977612288,https://twitter.com/kitymilk0/status/1242705757977612288
2020-03-25 05:22:43,vsjoonie,,1,0,4,"флуоксетин по 70 рублей, пиздец, девочки",,,,1242683307101507584,https://twitter.com/vsjoonie/status/1242683307101507584
2020-03-24 17:59:17,Kapidara,,0,0,2,"господи отправьте мне скорее флуоксетин умоляю",,,,1242511318306951169,https://twitter.com/Kapidara/status/1242511318306951169
2020-03-24 15:09:28,winter_fueprole,,0,0,1,"когда принимал флуоксетин мог дрочить но ловил дикие приступы агрессии сейчас снова принимаю золофт и не могу дрочить зато не такой агрессивный ",,,,1242468583139160069,https://twitter.com/winter_fueprole/status/1242468583139160069
2020-03-23 23:45:06,aelanok,,1,0,1,"Узнав о своём все ещё предполагаемом диагнозе, жизнь я себе не облегчила,ведь я не стала ходить по больницам,принимать таблетки (хотя флуоксетин и депакин хроно выпить для прикола всё-таки пришлось) и тем более не легла в больничку,хоть многое ещё впереди",,,,1242235957379829761,https://twitter.com/aelanok/status/1242235957379829761
2020-03-23 23:28:16,a2chru,,0,0,0,"Флуоксетин это выход для большинства двачеров. Всего за неделю мне стало в разы лучше. Сейчас вот я лежу, и меня совершенно ничего не тревожит. Подушка удобная, одеяло мягкое-мягкое, а днём у всего появляются краски. Постоянно хожу улыбаюсь, перестал вид ",,,,1242231719199232001,https://twitter.com/a2chru/status/1242231719199232001
2020-03-23 10:08:11,kotyasha69,,1,0,5,"Если есть стадо - есть пастух, Если есть тело - должен быть дух, Если есть шаг - должен быть след, Если есть тьма - должен быть свет. Если есть конфликт с родственниками - должен быть мексидол, диазепам, афобазол, реланиум, сонапакс, флуоксетин, мелипрамин, фенибут и прочее ",,,,1242030375024627716,https://twitter.com/kotyasha69/status/1242030375024627716
2020-03-23 00:28:23,Donbass_inc,,0,0,0,"И мужики, синька при разрыве только угнетает, по опыту за свои 36 лет, последние 6 лет мне с разрывами помогли - армия, флуоксетин и травка... (Первое можно вычеркнуть).",,,,1241884463333867527,https://twitter.com/Donbass_inc/status/1241884463333867527
2020-03-22 19:29:09,distouch_,,0,0,0,"в чем проблема подошёл уверенно сказал флуоксетин двадцатка два",,,,1241809155897335808,https://twitter.com/distouch_/status/1241809155897335808
2020-03-22 19:22:44,seroe_incognito,Hysterieanfall,1,0,0,"Фенибут, сонопакс, Флуоксетин, пароксетин. 1-2 таблетки на с утра, и никакой агрессии!!!",,,,1241807542973607936,https://twitter.com/seroe_incognito/status/1241807542973607936
2020-03-22 18:39:11,wtrclr_p,sorryimioh,1,0,1,"прочитала сегодня всю инструкцию и он же вообще анорексигенный... мне его назначили как я поняла от булимии вот как винни пух сказал ""это какие-то неправильные пчелы и они делают неправильный мед"" а я скажу ""это какой-то неправильный флуоксетин и он дает неправильные побочки""",,,,1241796581185277958,https://twitter.com/wtrclr_p/status/1241796581185277958
2020-03-22 18:34:20,sorryimioh,wtrclr_p,1,0,0,"я только растолстела на 7 кг но меня уверяли что флуоксетин тут ни при чем и вообще он в домике",,,,1241795361901105152,https://twitter.com/sorryimioh/status/1241795361901105152
2020-03-22 12:11:51,TatyanaPletneva,sawa56072407,1,0,0,"В вас непомерный эгоизм как очки не с теми диоптриями на глазах. Это мешает вам видеть суть. Если вы и в жизни часто истерите то это предвестники инсульта. Пропейте флуоксетин месяц. Убережёт нервы. А то в ожидании вируса бахнет в голову",,,,1241699108936695809,https://twitter.com/TatyanaPletneva/status/1241699108936695809
2020-03-22 10:53:18,Shaavshi,JaneAlien,2,0,0,"Ну вот я щас пью утром флуоксетин 10мг Побочка проявилась ровно через неделю И третий день меня полощет, тошнит, живот болит, башка болит",,,,1241679340196241408,https://twitter.com/Shaavshi/status/1241679340196241408
2020-03-22 10:04:26,wtrclr_p,,1,0,24,"мне выписали флуоксетин ГОД ЕЖЕДНЕВНОГО ПРИЕМА ",,,,1241667042622783488,https://twitter.com/wtrclr_p/status/1241667042622783488
2020-03-22 09:04:29,Shaavshi,,2,0,1,"Бля через сколько дней побочка от флуоксетин проходит",,,,1241651955409264643,https://twitter.com/Shaavshi/status/1241651955409264643
2020-03-22 08:23:48,lev07200711621,CaledoniA_ua,0,0,1,"Флуоксетин. Это антидепрессант . Начинает действовать через неделю прийома.",,,,1241641715150266369,https://twitter.com/lev07200711621/status/1241641715150266369
2020-03-21 18:54:46,FrauFraumerkel,jarnvior,1,0,1,"Да ну. Пусть каждый выбирает для себя. А вот если бы успокоительные в аптеках перестали выдавать только по рецептам - народу реально стало бы легче. Представляете себе уровень тревожности у людей? Здесь флуоксетин впору в водопровод добавлять!",,,,1241438117451661312,https://twitter.com/FrauFraumerkel/status/1241438117451661312
